date,hour,weekday,month,holiday,event_type,temperature,humidity,windspeed,rainfall,station_id,available_bikes,total_docks,rentals,user_id,bike_id,ride_duration,distance_km,co2_saved_g,eco_score,usage_hours,maintenance_due,days_since_service
2022-01-01,3,5,1,False,None,8.89,70.88,6.2,0.9,69,5,47,10,2349,939,57,14.54,1744.8,42.8,1944.8,True,253
2022-01-01,20,5,1,False,None,2.36,93.1,9.66,0.0,25,14,56,18,3492,967,2,0.33,39.6,0.9,443.1,False,290
2022-01-01,23,5,1,False,None,4.67,77.45,9.75,0.0,69,18,71,20,1746,2770,16,3.94,472.8,12.0,55.5,False,200
2022-01-01,13,5,1,False,None,6.78,91.09,17.0,0.0,32,13,72,33,4181,1695,14,3.78,453.6,9.8,562.8,False,306
2022-01-01,10,5,1,False,None,8.61,31.24,6.73,0.0,52,43,37,62,2065,472,14,3.69,442.8,6.3,1633.8,True,173
2022-01-01,23,5,1,False,Festival,2.38,59.07,18.31,0.0,44,33,32,47,2086,2912,23,5.83,699.6,16.1,13.1,False,243
2022-01-01,13,5,1,False,None,4.13,53.04,17.99,0.0,31,53,66,60,2231,2876,111,28.17,3380.4,84.1,1485.4,False,38
2022-01-01,11,5,1,True,None,2.0,75.86,5.5,0.0,58,29,60,63,2805,838,2,0.94,112.8,3.5,1909.8,True,48
2022-01-01,15,5,1,False,None,10.27,90.41,19.3,2.23,9,47,46,51,1645,2058,45,11.69,1402.8,38.0,938.9,False,180
2022-01-02,5,6,1,False,None,3.02,32.62,3.21,0.0,30,19,27,42,3134,1194,39,9.58,1149.6,31.1,1024.8,False,330
2022-01-02,19,6,1,False,None,7.83,33.72,6.07,35.05,61,30,25,56,4170,2297,27,6.74,808.8,20.0,603.7,False,317
2022-01-02,0,6,1,False,None,10.63,73.73,2.46,0.0,48,4,40,11,3099,1904,2,0.72,86.4,0.2,1721.6,True,285
2022-01-02,11,6,1,False,None,10.55,52.49,21.06,0.0,37,40,32,72,4785,2154,30,7.68,921.6,22.7,345.1,False,173
2022-01-02,6,6,1,False,None,2.0,43.2,15.3,0.0,65,20,58,37,1463,524,7,1.4,168.0,6.6,1711.0,True,100
2022-01-02,7,6,1,True,None,9.38,92.06,9.97,0.0,71,39,68,75,2133,1357,11,2.25,270.0,2.7,1485.4,False,287
2022-01-02,8,6,1,False,None,8.78,30.91,17.63,0.0,15,15,42,64,1753,1871,36,9.11,1093.2,26.5,481.7,False,323
2022-01-02,1,6,1,False,None,9.22,47.81,11.75,0.0,53,18,25,30,2222,1091,3,0.51,61.2,2.2,248.3,False,218
2022-01-02,16,6,1,False,None,2.0,51.56,28.23,0.0,35,48,29,48,4527,2230,10,2.84,340.8,8.9,817.9,False,168
2022-01-02,19,6,1,False,None,4.56,80.88,20.28,0.0,58,5,35,40,1710,659,2,0.21,25.2,0.8,1871.8,True,221
2022-01-02,12,6,1,False,None,2.0,66.51,22.62,0.0,47,16,45,33,3317,1005,2,0.58,69.6,1.2,366.2,False,247
2022-01-02,4,6,1,False,None,4.91,51.34,4.52,0.0,11,23,52,30,4835,2330,44,11.6,1392.0,34.6,1239.6,False,154
2022-01-02,9,6,1,False,None,8.76,41.03,26.11,0.0,56,46,50,71,3491,1706,75,19.66,2359.2,59.5,1738.8,True,314
2022-01-02,11,6,1,False,None,12.2,44.16,7.49,0.0,48,50,52,67,3990,224,7,1.44,172.8,1.3,19.6,False,301
2022-01-02,16,6,1,False,None,8.9,32.51,0.18,0.0,70,26,31,57,1549,2449,25,5.72,686.4,13.4,1988.1,True,335
2022-01-02,20,6,1,False,None,7.55,84.4,8.78,0.0,14,6,79,25,1484,1994,86,21.11,2533.2,61.9,1489.2,False,308
2022-01-02,5,6,1,False,None,4.8,37.62,18.9,0.0,64,51,37,53,1958,173,20,4.56,547.2,18.1,636.1,False,350
2022-01-03,2,0,1,False,None,4.68,83.5,10.79,0.0,29,48,38,13,4775,1308,39,9.79,1174.8,31.6,311.0,False,215
2022-01-03,14,0,1,False,None,7.6,39.05,13.31,0.0,68,44,59,47,1511,534,18,4.8,576.0,16.5,509.6,False,181
2022-01-03,6,0,1,False,None,6.0,88.88,5.25,0.0,70,36,74,26,1202,2091,22,6.36,763.2,22.4,323.9,False,200
2022-01-03,5,0,1,False,None,8.06,74.1,12.93,4.85,49,36,21,40,4460,1907,19,5.92,710.4,15.1,1222.2,False,134
2022-01-03,3,0,1,False,None,5.94,52.88,15.21,0.0,66,9,70,10,1486,1545,62,15.2,1824.0,46.1,1983.6,True,273
2022-01-03,18,0,1,False,None,10.72,55.53,11.61,0.0,19,58,46,74,4164,2353,41,10.8,1296.0,33.6,1764.3,True,25
2022-01-03,4,0,1,False,None,9.34,48.5,11.25,0.0,52,56,36,33,2323,497,38,9.34,1120.8,30.9,665.8,False,188
2022-01-03,2,0,1,False,None,3.79,43.73,12.2,0.0,57,7,61,4,3041,2608,3,0.82,98.4,2.8,915.3,False,173
2022-01-03,8,0,1,False,None,8.63,89.22,12.02,0.0,11,38,39,50,4799,1783,10,2.48,297.6,4.5,131.6,False,225
2022-01-03,5,0,1,False,None,7.11,41.99,21.27,0.0,31,58,72,44,4701,2887,65,15.74,1888.8,47.7,1635.5,True,30
2022-01-03,12,0,1,False,None,4.17,41.44,20.03,0.0,20,22,38,28,4831,143,7,2.48,297.6,8.9,766.2,False,186
2022-01-03,21,0,1,False,None,12.55,53.42,21.69,0.0,9,42,38,41,3089,869,53,12.63,1515.6,36.7,1016.7,False,90
2022-01-03,19,0,1,False,None,7.25,93.98,9.34,0.0,71,6,40,39,2193,239,25,6.46,775.2,17.1,1127.5,False,321
2022-01-03,3,0,1,False,None,7.4,60.22,3.22,0.0,17,25,47,14,3514,1816,22,5.56,667.2,15.7,1604.4,True,71
2022-01-03,1,0,1,False,None,8.71,53.1,7.92,0.0,23,35,21,17,3016,1769,4,1.22,146.4,1.1,1997.4,True,134
2022-01-03,3,0,1,False,Concert,8.05,94.91,8.38,0.0,10,6,50,27,2891,2191,58,13.63,1635.6,41.8,570.6,False,266
2022-01-03,7,0,1,False,None,9.28,78.1,2.23,2.8,22,20,67,46,1600,2454,14,3.14,376.8,11.1,348.7,False,320
2022-01-03,12,0,1,False,None,2.67,91.4,13.88,0.0,33,6,49,10,2439,74,2,0.74,88.8,3.5,253.7,False,235
2022-01-03,9,0,1,False,Concert,10.55,46.18,15.6,0.0,10,53,60,98,1259,257,2,0.79,94.8,1.2,1307.3,False,8
2022-01-03,17,0,1,False,None,7.52,79.02,3.52,0.0,39,43,41,60,1661,1120,2,0.2,24.0,0.0,714.9,False,19
2022-01-03,8,0,1,False,None,7.08,87.89,2.9,0.0,27,37,76,42,3837,2160,52,13.19,1582.8,37.5,618.9,False,179
2022-01-04,0,1,1,False,None,4.1,64.41,9.01,0.0,60,33,54,3,2901,2918,17,4.99,598.8,13.3,1396.3,False,13
2022-01-04,12,1,1,True,None,3.63,57.55,20.88,0.0,43,23,53,54,4574,282,14,3.69,442.8,7.5,1963.4,True,179
2022-01-04,17,1,1,False,None,3.56,49.24,1.01,0.0,44,30,41,54,4407,76,155,38.3,4596.0,100.0,1715.9,True,316
2022-01-04,14,1,1,False,None,4.89,66.87,18.05,0.0,6,9,69,24,2711,936,2,0.31,37.2,2.4,579.1,False,11
2022-01-04,1,1,1,True,None,6.52,42.49,13.5,0.0,57,56,67,51,2863,2269,8,1.8,216.0,5.8,1931.3,True,217
2022-01-04,10,1,1,True,None,2.29,58.07,8.46,0.0,24,48,77,67,2307,1071,8,2.22,266.4,5.8,1652.3,True,326
2022-01-04,13,1,1,False,None,11.64,74.37,8.36,0.0,49,51,47,51,1396,1204,13,3.84,460.8,8.7,847.8,False,262
2022-01-04,21,1,1,False,None,7.85,72.4,7.22,0.0,61,16,79,32,4844,1329,13,3.8,456.0,10.9,231.5,False,299
2022-01-04,14,1,1,False,None,3.18,75.49,16.16,0.0,7,3,67,7,2712,1600,43,10.64,1276.8,33.6,432.4,False,123
2022-01-04,13,1,1,False,None,9.27,68.13,8.03,0.0,56,6,44,36,4481,918,10,2.51,301.2,7.7,1524.0,True,148
2022-01-04,15,1,1,False,None,4.81,30.17,8.81,0.0,70,30,72,42,1864,1596,2,0.2,24.0,5.5,1928.7,True,329
2022-01-04,22,1,1,False,Concert,4.02,31.74,5.84,14.82,64,35,35,56,3891,200,22,6.61,793.2,19.6,434.6,False,109
2022-01-04,14,1,1,False,None,10.23,67.72,17.25,8.97,50,34,37,38,2143,2563,43,10.83,1299.6,33.4,1829.8,True,263
2022-01-04,18,1,1,False,None,4.37,92.79,1.05,0.0,52,55,36,60,3977,2219,8,1.84,220.8,1.7,373.8,False,171
2022-01-05,8,2,1,False,None,6.49,42.64,8.34,0.0,31,38,65,52,1486,2140,2,0.48,57.6,0.0,1826.2,True,347
2022-01-05,4,2,1,False,None,9.07,76.63,7.62,0.0,54,43,28,10,1806,919,3,0.64,76.8,2.4,1505.6,True,340
2022-01-05,4,2,1,False,None,9.88,58.16,9.55,0.0,67,27,61,8,2667,1335,68,16.55,1986.0,50.5,328.9,False,98
2022-01-05,10,2,1,False,None,7.11,39.04,2.97,0.0,2,24,40,46,3950,1299,18,4.83,579.6,15.2,636.2,False,238
2022-01-05,19,2,1,False,None,2.0,32.16,10.26,27.33,38,7,72,28,4105,1979,14,3.89,466.8,13.3,1480.3,False,59
2022-01-05,23,2,1,False,None,3.14,76.37,8.36,0.0,7,16,32,7,4521,1906,4,1.4,168.0,1.3,1680.2,True,45
2022-01-05,3,2,1,False,None,10.68,39.36,6.08,0.0,30,27,26,19,4558,2655,7,1.49,178.8,3.5,1207.8,False,158
2022-01-05,19,2,1,False,None,8.93,49.4,11.36,0.0,48,55,50,63,3721,1005,52,13.3,1596.0,42.3,1578.3,True,143
2022-01-05,17,2,1,False,None,8.31,56.09,14.97,0.0,1,7,63,44,3350,2280,34,8.24,988.8,23.7,1441.8,False,130
2022-01-05,2,2,1,False,None,4.17,75.88,7.51,0.0,50,60,64,24,3646,7,2,0.92,110.4,0.0,1216.0,False,248
2022-01-05,3,2,1,False,None,3.32,55.2,4.42,0.0,48,7,66,2,3184,1089,20,4.76,571.2,16.3,1581.6,True,197
2022-01-05,13,2,1,False,None,2.09,55.11,6.52,0.0,66,53,70,49,4976,487,15,3.96,475.2,10.0,380.6,False,278
2022-01-05,6,2,1,False,None,4.76,81.63,11.72,0.0,19,6,77,18,3946,2330,37,9.46,1135.2,31.4,996.2,False,325
2022-01-05,7,2,1,False,Sports,7.48,30.45,6.41,0.0,26,58,73,122,3932,2648,17,3.82,458.4,7.5,504.4,False,349
2022-01-05,23,2,1,False,None,10.7,79.0,8.95,0.0,7,44,25,33,2102,2800,2,0.63,75.6,2.4,623.9,False,33
2022-01-06,15,3,1,False,None,6.03,63.91,5.62,0.0,59,14,37,29,1365,2054,13,3.11,373.2,12.1,201.9,False,96
2022-01-06,19,3,1,False,Concert,6.26,65.21,7.26,0.0,27,40,68,95,3501,2013,69,17.68,2121.6,51.8,1284.2,False,282
2022-01-06,14,3,1,False,None,9.15,52.46,9.83,18.38,11,45,44,39,4534,1983,36,8.82,1058.4,27.0,630.2,False,6
2022-01-06,6,3,1,False,None,4.89,36.01,12.98,5.05,65,34,41,38,2752,2767,75,18.0,2160.0,57.0,590.5,False,259
2022-01-06,16,3,1,True,None,5.9,35.9,5.97,0.0,38,39,26,70,2838,1984,11,2.26,271.2,5.3,1868.3,True,128
2022-01-06,21,3,1,False,None,6.59,52.15,6.01,8.2,59,39,29,31,1126,1135,2,0.49,58.8,2.5,696.8,False,72
2022-01-06,21,3,1,False,None,4.78,76.83,14.01,0.0,58,18,67,24,2992,1029,26,6.59,790.8,19.4,1815.4,True,202
2022-01-06,21,3,1,False,None,7.8,87.96,18.9,0.0,75,8,73,7,4464,1359,28,8.52,1022.4,27.9,25.8,False,218
2022-01-06,11,3,1,False,None,6.72,82.79,0.36,0.0,8,43,75,41,4751,128,67,16.99,2038.8,49.1,487.3,False,120
2022-01-06,17,3,1,False,None,6.92,81.86,9.98,0.0,57,40,32,45,2128,1223,47,12.05,1446.0,33.8,916.8,False,229
2022-01-06,23,3,1,False,None,3.37,30.37,12.46,0.0,51,50,24,33,2561,2849,37,9.76,1171.2,28.0,1933.1,True,1
2022-01-06,13,3,1,False,Festival,8.79,42.46,3.54,0.0,1,24,60,55,1328,130,62,15.86,1903.2,47.1,54.0,False,142
2022-01-06,14,3,1,False,None,11.39,91.43,14.37,0.0,65,23,38,40,2765,2557,19,4.79,574.8,13.6,793.4,False,97
2022-01-06,14,3,1,False,None,8.56,86.56,0.2,26.7,11,33,22,33,1460,2335,44,11.11,1333.2,33.0,595.6,False,190
2022-01-06,4,3,1,False,None,4.08,38.24,13.0,0.0,59,23,36,13,4339,286,4,0.59,70.8,3.9,1754.5,True,9
2022-01-06,15,3,1,False,None,2.0,71.35,15.47,0.0,39,8,38,23,4308,236,7,1.85,222.0,8.3,1779.4,True,265
2022-01-07,4,4,1,False,None,5.97,58.15,14.98,26.38,23,47,34,19,3687,1262,61,15.22,1826.4,43.3,613.2,False,31
2022-01-07,1,4,1,False,None,8.11,30.5,7.73,0.0,47,8,54,15,2025,1849,2,0.54,64.8,0.7,1741.5,True,266
2022-01-07,19,4,1,False,Festival,4.3,82.01,9.81,0.0,37,25,26,62,3195,2726,14,4.09,490.8,9.8,1246.5,False,53
2022-01-07,8,4,1,False,None,5.38,91.3,18.19,0.0,45,54,52,41,2919,2754,27,6.91,829.2,20.7,775.4,False,270
2022-01-07,21,4,1,False,None,9.71,89.85,6.84,0.0,26,18,26,26,2298,2264,27,6.29,754.8,17.8,1412.4,False,106
2022-01-07,8,4,1,False,None,2.0,54.98,12.16,0.0,57,25,77,47,4970,703,11,2.62,314.4,9.2,367.0,False,165
2022-01-07,3,4,1,False,None,7.29,81.21,7.73,3.75,7,47,50,20,2297,1437,51,12.63,1515.6,38.9,1785.8,True,265
2022-01-07,14,4,1,False,None,3.15,62.37,12.45,0.0,12,50,20,48,3242,2444,31,7.96,955.2,25.1,1229.8,False,32
2022-01-07,10,4,1,False,None,8.89,93.7,2.76,0.0,30,56,32,46,2938,1964,10,1.99,238.8,7.0,923.5,False,163
2022-01-07,0,4,1,False,None,8.63,92.61,5.84,0.0,45,55,47,22,1831,1708,6,1.86,223.2,8.9,1377.3,False,291
2022-01-07,17,4,1,False,None,6.22,80.27,14.38,0.0,13,14,35,36,4504,1286,72,18.07,2168.4,53.4,719.3,False,159
2022-01-07,0,4,1,False,Festival,7.22,60.64,9.86,0.0,55,13,70,23,4951,2279,8,3.19,382.8,11.3,1351.7,False,223
2022-01-07,7,4,1,False,None,3.61,88.63,23.4,0.0,18,53,44,51,2483,240,28,6.95,834.0,20.1,130.8,False,147
2022-01-07,15,4,1,False,None,8.87,44.56,18.62,0.54,60,5,44,31,2293,2216,6,1.21,145.2,4.7,989.3,False,228
2022-01-07,21,4,1,False,None,7.54,43.92,23.73,0.0,23,55,44,35,2229,2322,33,8.19,982.8,23.9,427.4,False,209
2022-01-07,17,4,1,False,None,6.19,66.29,11.64,0.0,3,36,23,46,1732,1141,25,5.7,684.0,16.9,682.0,False,28
2022-01-07,21,4,1,False,None,4.0,83.24,5.55,0.0,19,3,54,13,2104,448,3,1.12,134.4,1.8,1707.1,True,309
2022-01-07,8,4,1,False,None,6.62,34.04,2.3,0.0,49,47,24,65,2626,2894,2,0.81,97.2,4.0,499.1,False,355
2022-01-07,11,4,1,False,None,5.22,81.01,10.28,0.0,44,5,26,12,4313,1111,22,5.59,670.8,17.3,194.4,False,1
2022-01-07,18,4,1,False,None,8.72,91.71,8.01,0.0,26,26,65,48,2149,2228,3,0.91,109.2,4.6,837.8,False,201
2022-01-07,17,4,1,False,None,11.27,65.49,11.68,0.0,26,40,21,53,3627,2373,14,3.2,384.0,11.4,1122.8,False,262
2022-01-07,4,4,1,False,None,8.33,43.88,5.21,0.0,13,36,75,26,4634,521,17,4.07,488.4,11.6,1460.6,False,257
2022-01-08,1,5,1,False,None,5.28,71.06,0.47,0.0,45,13,75,22,3570,1110,48,12.25,1470.0,41.2,1023.7,False,121
2022-01-08,6,5,1,False,None,10.7,42.79,8.07,0.0,42,10,59,44,4384,2611,2,0.26,31.2,0.8,1789.1,True,178
2022-01-08,9,5,1,False,None,5.13,55.38,9.72,0.0,11,11,28,44,3293,2137,8,1.91,229.2,9.0,1837.3,True,333
2022-01-08,14,5,1,False,None,7.2,75.48,2.25,0.0,37,30,76,44,3833,2481,37,10.09,1210.8,28.1,1497.1,False,105
2022-01-08,6,5,1,False,None,5.09,54.79,6.74,0.0,20,14,32,40,4117,512,84,20.83,2499.6,64.5,902.1,False,222
2022-01-08,4,5,1,False,None,6.41,61.48,3.64,0.0,13,4,53,17,4195,333,42,9.72,1166.4,28.7,1446.1,False,321
2022-01-08,14,5,1,False,None,2.0,65.44,20.65,0.0,14,52,44,47,2071,1057,2,0.82,98.4,7.7,953.4,False,160
2022-01-08,19,5,1,False,None,2.74,52.06,11.8,0.0,14,11,72,50,4267,1700,9,2.98,357.6,7.4,1560.6,True,41
2022-01-08,19,5,1,False,None,6.15,34.96,10.62,0.0,74,25,33,64,1710,2306,10,3.41,409.2,9.7,615.3,False,216
2022-01-08,14,5,1,False,None,7.22,63.21,6.14,0.0,60,38,73,50,2389,1085,9,2.57,308.4,10.6,854.4,False,164
2022-01-08,9,5,1,False,None,5.93,61.71,15.54,0.0,64,14,59,48,4506,558,18,4.93,591.6,14.6,1559.4,True,270
2022-01-08,23,5,1,False,None,8.94,57.72,4.01,0.0,74,47,44,41,2630,202,56,13.59,1630.8,40.4,1803.0,True,245
2022-01-08,13,5,1,False,None,2.0,41.99,24.91,0.0,30,38,72,47,4599,1544,21,4.45,534.0,14.6,1565.4,True,232
2022-01-08,9,5,1,False,None,7.76,33.4,23.82,0.0,4,17,21,46,3486,1956,27,7.15,858.0,20.7,1825.7,True,172
2022-01-08,16,5,1,False,None,10.32,83.73,24.02,0.0,46,51,27,57,4384,2513,2,0.48,57.6,2.6,1771.4,True,319
2022-01-08,20,5,1,False,Concert,8.67,64.6,13.69,0.0,51,42,46,97,2593,2664,8,2.54,304.8,6.2,1900.7,True,130
2022-01-08,13,5,1,False,Festival,8.33,93.72,9.55,0.0,17,42,33,77,3073,2728,2,0.31,37.2,1.7,1710.3,True,18
2022-01-08,1,5,1,False,None,9.32,93.56,9.31,0.0,14,32,47,18,1139,55,16,3.88,465.6,10.2,803.8,False,245
2022-01-08,15,5,1,False,None,2.71,67.7,7.03,0.0,22,43,57,51,4674,2639,63,15.77,1892.4,47.5,950.3,False,353
2022-01-08,12,5,1,False,None,2.7,61.86,14.82,4.13,11,21,72,42,4478,1637,2,1.24,148.8,3.1,478.1,False,175
2022-01-08,8,5,1,False,None,5.4,42.12,6.68,0.0,70,59,22,74,4361,1682,11,2.61,313.2,7.8,599.8,False,154
2022-01-08,6,5,1,False,None,6.03,54.66,15.6,0.0,35,44,25,48,2330,1726,2,1.2,144.0,3.0,453.6,False,136
2022-01-08,15,5,1,False,Concert,6.9,81.05,7.02,0.0,69,45,58,88,3191,732,69,16.87,2024.4,52.6,339.6,False,297
2022-01-08,9,5,1,False,None,2.72,92.61,17.14,0.0,37,48,26,55,2849,1467,21,5.66,679.2,18.3,199.1,False,19
2022-01-08,23,5,1,False,None,5.56,68.99,16.27,0.0,57,37,53,34,1483,1656,34,8.26,991.2,24.4,1186.6,False,0
2022-01-08,21,5,1,False,None,9.23,70.1,10.17,0.0,48,12,35,35,3393,2807,76,19.6,2352.0,58.9,811.5,False,333
2022-01-09,8,6,1,False,None,5.27,91.26,5.37,27.81,25,59,38,59,3482,2339,9,2.7,324.0,8.7,1051.5,False,28
2022-01-09,21,6,1,False,Festival,2.0,38.25,1.57,0.0,16,4,55,56,3442,39,6,0.74,88.8,1.2,1573.6,True,267
2022-01-09,22,6,1,False,None,2.0,69.77,13.51,31.45,66,28,38,13,4579,1146,33,7.86,943.2,26.4,1412.0,False,32
2022-01-09,6,6,1,False,None,9.32,68.05,5.68,0.0,66,52,70,63,3128,2656,9,2.97,356.4,8.8,90.3,False,33
2022-01-09,15,6,1,False,None,10.77,43.33,5.83,13.45,74,27,38,53,4315,1289,10,1.77,212.4,7.3,1506.9,True,19
2022-01-09,8,6,1,False,None,4.01,80.3,10.32,0.0,50,42,73,57,1793,502,29,8.39,1006.8,20.4,203.8,False,276
2022-01-09,23,6,1,False,None,8.91,37.75,3.87,0.0,49,37,47,42,4337,638,28,7.22,866.4,16.8,1325.4,False,112
2022-01-09,16,6,1,False,None,8.23,34.11,13.04,0.0,23,42,21,54,3518,2431,24,6.16,739.2,22.3,1683.3,True,59
2022-01-09,19,6,1,False,None,2.06,61.6,8.79,0.0,15,22,37,57,4342,1975,22,5.2,624.0,16.1,577.1,False,100
2022-01-09,6,6,1,False,Festival,7.84,49.48,13.22,0.0,45,32,26,74,4252,1241,4,0.97,116.4,4.1,1671.8,True,171
2022-01-09,10,6,1,False,None,8.42,58.35,22.29,0.0,44,10,32,41,2912,2107,35,8.67,1040.4,28.3,976.2,False,329
2022-01-09,7,6,1,True,None,5.47,37.32,11.15,0.0,38,7,54,83,3340,633,10,1.91,229.2,6.5,1857.8,True,246
2022-01-09,6,6,1,False,None,5.13,59.41,8.88,0.0,69,4,34,29,2794,355,6,1.09,130.8,4.1,1406.9,False,174
2022-01-09,18,6,1,False,None,7.03,58.57,17.41,12.17,2,12,52,51,4222,1699,21,5.54,664.8,19.7,63.4,False,108
2022-01-09,19,6,1,False,None,4.0,92.83,16.96,10.55,36,59,70,59,2595,2775,5,1.29,154.8,2.7,749.6,False,167
2022-01-09,11,6,1,False,None,9.85,76.97,4.72,0.0,27,51,41,58,3837,696,26,6.51,781.2,12.8,1039.5,False,39
2022-01-09,6,6,1,False,None,6.3,89.83,20.29,0.0,69,42,63,30,3887,611,33,7.31,877.2,20.4,1795.0,True,162
2022-01-10,7,0,1,False,None,5.04,80.78,6.42,0.0,5,3,53,34,2018,2705,24,6.22,746.4,22.2,255.4,False,5
2022-01-10,6,0,1,False,None,5.9,81.21,5.45,0.0,7,59,61,41,2720,2002,14,3.96,475.2,12.5,1526.6,True,208
2022-01-10,5,0,1,False,None,9.34,86.27,19.79,0.0,17,10,29,7,4306,399,4,0.56,67.2,6.2,196.7,False,171
2022-01-10,8,0,1,True,None,5.9,46.63,19.61,0.0,41,29,49,63,3977,1512,25,5.82,698.4,17.0,1648.3,True,211
2022-01-10,12,0,1,False,None,4.99,57.74,9.47,0.0,34,5,68,22,1803,2198,4,0.23,27.6,0.0,939.0,False,251
2022-01-10,6,0,1,False,None,2.0,86.89,15.1,0.0,33,49,51,32,1986,1887,22,5.27,632.4,20.4,1970.8,True,300
2022-01-10,7,0,1,False,None,6.85,34.35,6.07,0.0,39,7,50,52,2522,1947,10,2.48,297.6,8.2,221.0,False,133
2022-01-10,21,0,1,False,None,5.49,33.58,14.71,7.32,72,22,35,23,4142,1733,26,5.73,687.6,18.3,1213.8,False,209
2022-01-10,16,0,1,False,None,2.75,72.12,1.38,0.0,50,26,38,31,2807,284,52,12.29,1474.8,35.0,1661.8,True,184
2022-01-10,16,0,1,False,None,7.64,89.12,18.93,0.0,59,18,59,19,4938,871,14,3.63,435.6,10.6,1677.6,True,197
2022-01-10,15,0,1,False,None,3.07,81.62,10.0,0.0,68,8,49,23,1449,1209,16,3.55,426.0,11.8,1577.4,True,31
2022-01-10,21,0,1,False,None,4.41,81.94,4.0,0.0,44,42,72,27,1295,2592,12,2.51,301.2,7.2,1829.4,True,265
2022-01-10,1,0,1,False,Festival,7.75,53.4,11.72,0.0,68,60,61,49,2244,1475,22,5.92,710.4,16.0,1338.2,False,284
2022-01-10,7,0,1,False,Concert,7.73,68.46,1.93,0.0,63,27,21,95,4217,2395,16,4.54,544.8,14.5,759.1,False,46
2022-01-10,16,0,1,False,None,6.58,80.15,14.12,0.0,65,44,49,45,4935,906,2,0.92,110.4,3.8,1849.4,True,146
2022-01-10,12,0,1,False,None,5.53,81.59,12.67,0.0,67,32,62,28,4771,268,2,0.2,24.0,2.9,390.6,False,276
2022-01-10,17,0,1,False,None,4.91,67.74,14.29,0.0,26,49,51,59,4346,2152,43,11.14,1336.8,32.0,897.9,False,45
2022-01-10,23,0,1,False,None,3.71,82.02,8.68,0.0,3,44,56,22,1720,51,57,13.45,1614.0,40.0,854.2,False,306
2022-01-10,21,0,1,False,None,5.48,31.75,1.68,0.0,51,52,43,52,1241,19,40,10.44,1252.8,33.4,458.8,False,72
2022-01-10,9,0,1,False,None,9.52,91.27,7.92,0.0,27,30,45,55,3831,3000,3,1.82,218.4,5.6,1059.6,False,73
2022-01-10,1,0,1,False,None,3.02,86.59,0.82,18.19,3,46,25,9,2449,2226,78,19.37,2324.4,57.2,371.9,False,363
2022-01-10,1,0,1,False,None,2.0,33.38,18.91,0.0,30,45,25,12,1585,1598,25,6.53,783.6,20.1,558.6,False,201
2022-01-11,13,1,1,False,Festival,4.11,57.26,4.91,0.0,72,36,38,63,3657,1465,5,1.1,132.0,2.3,1314.3,False,119
2022-01-11,15,1,1,False,None,10.92,89.77,0.02,0.0,58,41,52,33,1225,60,3,0.2,24.0,0.0,1995.5,True,20
